date,strategy,return
2022-10-31,GB,0.0756246610196409
2022-11-30,GB,0.08757289663178223
2022-12-31,GB,-0.047092117140495805
2023-01-31,GB,0.017774083847002593
2023-02-28,GB,-0.050925024546819714
2023-03-31,GB,0.018101637955625246
2023-04-30,GB,0.005566681825742788
2023-05-31,GB,-0.001974400131223072
2023-06-30,GB,0.06698350261262769
2023-07-31,GB,0.036781604926509316
2023-08-31,GB,-0.02843009028532728
2023-09-30,GB,-0.03407525103163511
2023-10-31,GB,-0.026072956786968377
2023-11-30,GB,0.029153656995208995
2023-12-31,GB,0.039827377906725005
2024-01-31,GB,-0.0014795904965831928
2024-02-29,GB,0.03559706164371556
2024-03-31,GB,0.02129249234961113
2024-04-30,GB,-0.023926971460228486
2024-05-31,GB,0.027241359110829737
2024-06-30,GB,0.02715072830535022
2024-07-31,GB,0.00689479158715948
2024-08-31,GB,0.018536807655950116
2024-09-30,GB,0.027643444268038997
2024-10-31,GB,-0.012472863566021656
2024-11-30,GB,0.0476410647433129
2024-12-31,GB,-0.04490818594516699
2025-01-31,GB,0.04678316334104652
2025-02-28,GB,-0.0037292507096586447
2025-03-31,GB,-0.0028612796448225964
2025-04-30,GB,-0.007433930261540562
2025-05-31,GB,0.06984213997742002
2025-06-30,GB,0.028808340908106505
2025-07-31,GB,0.0038672630899436746
2025-08-31,GB,0.025164947867286697
2025-09-30,GB,0.022150803890895077
2025-10-31,GB,-0.023352299409470107
2025-11-30,GB,0.015614999673911077
2025-12-31,GB,0.016289202981018214
2021-02-28,HistMean,0.01651250691471621
2021-03-31,HistMean,0.046289726226366325
2021-04-30,HistMean,0.056747271776341014
2021-05-31,HistMean,0.0025106759270355043
2021-06-30,HistMean,0.016933165385720202
2021-07-31,HistMean,0.014589698755823312
2021-08-31,HistMean,0.023787921350041777
2021-09-30,HistMean,-0.03307742167877947
2021-10-31,HistMean,0.09181234689148643
2021-11-30,HistMean,0.0012466133370461555
2021-12-31,HistMean,0.0225378718261137
2022-01-31,HistMean,-0.077586451365935
2022-02-28,HistMean,-0.03475303709458925
2022-03-31,HistMean,0.025472321112354424
2022-04-30,HistMean,-0.08871212744437791
2022-05-31,HistMean,-0.015433918064601591
2022-06-30,HistMean,-0.13428491816600482
2022-07-31,HistMean,0.08897591509023423
2022-08-31,HistMean,-0.04763186687030203
2022-09-30,HistMean,-0.09944081964388539
2022-10-31,HistMean,0.11242421384590467
2022-11-30,HistMean,0.047871558329894794
2022-12-31,HistMean,-0.056259968923694
2023-01-31,HistMean,0.07014211934605563
2023-02-28,HistMean,-0.032860820533063675
2023-03-31,HistMean,0.03287419624965467
2023-04-30,HistMean,0.00840399464878816
2023-05-31,HistMean,-0.026599080179820704
2023-06-30,HistMean,0.08365445067058633
2023-07-31,HistMean,0.042235659130592275
2023-08-31,HistMean,-0.005353938115934468
2023-09-30,HistMean,-0.03202344470896382
2023-10-31,HistMean,-0.03740084196022501
2023-11-30,HistMean,0.06809394284421764
2023-12-31,HistMean,0.034306699503244054
2024-01-31,HistMean,-0.009252953721111935
2024-02-29,HistMean,0.052883058905849434
2024-03-31,HistMean,0.016818444566862024
2024-04-30,HistMean,-0.0344312777622124
2024-05-31,HistMean,0.027908025777496404
2024-06-30,HistMean,0.01810788147340477
2024-07-31,HistMean,0.012969367592311895
2024-08-31,HistMean,0.026624395021482426
2024-09-30,HistMean,0.018172296488597528
2024-10-31,HistMean,-0.0006277622706080122
2024-11-30,HistMean,0.0773930179907903
2024-12-31,HistMean,-0.016008880195540625
2025-01-31,HistMean,0.030824026175210812
2025-02-28,HistMean,-0.02630035139847442
2025-03-31,HistMean,-0.06932002052177558
2025-04-30,HistMean,-0.0013445043713006621
2025-05-31,HistMean,0.07774961192892774
2025-06-30,HistMean,0.05524043866631537
2025-07-31,HistMean,0.022663806292088085
2025-08-31,HistMean,0.009943395628005539
2025-09-30,HistMean,0.03173168379557626
2025-10-31,HistMean,0.013045324208144155
2025-11-30,HistMean,-0.024129611478338548
2025-12-31,HistMean,0.025389195093148072
2021-02-28,MomentumTop3,0.01651250691471621
2021-03-31,MomentumTop3,0.04628972622636632
2021-04-30,MomentumTop3,0.041363133668353945
2021-05-31,MomentumTop3,0.04260891715713295
2021-06-30,MomentumTop3,-0.035273715329406
2021-07-31,MomentumTop3,-0.02647391026737755
2021-08-31,MomentumTop3,0.014186778168015427
2021-09-30,MomentumTop3,-0.0006654076576122858
2021-10-31,MomentumTop3,0.08099759649009038
2021-11-30,MomentumTop3,-0.02124319588809117
2021-12-31,MomentumTop3,0.03198337549181485
2022-01-31,MomentumTop3,0.03985403236773539
2022-02-28,MomentumTop3,0.0026975859514004608
2022-03-31,MomentumTop3,0.03629970882299146
2022-04-30,MomentumTop3,-0.057342066303303664
2022-05-31,MomentumTop3,0.05386597770479681
2022-06-30,MomentumTop3,-0.08225656065095358
2022-07-31,MomentumTop3,0.060701188212658276
2022-08-31,MomentumTop3,0.004423849127895951
2022-09-30,MomentumTop3,-0.09657534605335619
2022-10-31,MomentumTop3,0.11970126467349146
2022-11-30,MomentumTop3,0.047862179850671906
2022-12-31,MomentumTop3,-0.02090291454350775
2023-01-31,MomentumTop3,-0.0009138550686544527
2023-02-28,MomentumTop3,-0.037780508605027574
2023-03-31,MomentumTop3,-0.0012553389767458643
2023-04-30,MomentumTop3,0.017215484473478683
2023-05-31,MomentumTop3,-0.014548007921701146
2023-06-30,MomentumTop3,0.09812200860434693
2023-07-31,MomentumTop3,0.02595148316061594
2023-08-31,MomentumTop3,-0.006485051925364673
2023-09-30,MomentumTop3,-0.03340858436496845
2023-10-31,MomentumTop3,-0.028943124167137027
2023-11-30,MomentumTop3,0.10865651754668067
2023-12-31,MomentumTop3,0.05793458010402334
2024-01-31,MomentumTop3,-0.008919620387778602
2024-02-29,MomentumTop3,0.06593707248556413
2024-03-31,MomentumTop3,0.01715177790019536
2024-04-30,MomentumTop3,-0.0452173828535806
2024-05-31,MomentumTop3,0.03962001401768722
2024-06-30,MomentumTop3,0.019882179780741506
2024-07-31,MomentumTop3,0.017577402866737698
2024-08-31,MomentumTop3,0.02662439502148243
2024-09-30,MomentumTop3,0.02864205226995253
2024-10-31,MomentumTop3,-0.00025532257387524473
2024-11-30,MomentumTop3,0.0724236092612365
2024-12-31,MomentumTop3,-0.071562362548243
2025-01-31,MomentumTop3,0.04258670937386636
2025-02-28,MomentumTop3,-0.012939716831301018
2025-03-31,MomentumTop3,-0.04090196357465462
2025-04-30,MomentumTop3,-0.0071529894995206265
2025-05-31,MomentumTop3,0.05574805879258633
2025-06-30,MomentumTop3,0.028304938447909895
2025-07-31,MomentumTop3,0.02618084597239678
2025-08-31,MomentumTop3,0.004357343696111071
2025-09-30,MomentumTop3,0.03710425505446798
2025-10-31,MomentumTop3,0.013378657541477487
2025-11-30,MomentumTop3,-0.024129611478338548
2025-12-31,MomentumTop3,-0.012515046103578599
2021-02-28,RF,-0.019885659917054155
2021-03-31,RF,0.04401952875237625
2021-04-30,RF,0.04083646567290592
2021-05-31,RF,0.004674875315491342
2021-06-30,RF,-0.030156873922924873
2021-07-31,RF,0.0231373134306793
2021-08-31,RF,0.02519839742021497
2021-09-30,RF,-0.02774143277430955
2021-10-31,RF,0.0833317946625199
2021-11-30,RF,-0.03606793296327948
2021-12-31,RF,0.0525474530349137
2022-01-31,RF,-0.07791978469926833
2022-02-28,RF,0.015861593303740745
2022-03-31,RF,0.06297945297531878
2022-04-30,RF,-0.054481509629453
2022-05-31,RF,0.03996767741447764
2022-06-30,RF,-0.11125680723251832
2022-07-31,RF,0.05461621874785952
2022-08-31,RF,-0.03732962439407964
2022-09-30,RF,-0.09281869725813359
2022-10-31,RF,0.15238020993570378
2022-11-30,RF,0.08192732970581379
2022-12-31,RF,-0.055401796900007905
2023-01-31,RF,0.061618996955255335
2023-02-28,RF,-0.03134262426787474
2023-03-31,RF,0.018101637955625246
2023-04-30,RF,0.01251640578220814
2023-05-31,RF,-0.05126971908190318
2023-06-30,RF,0.08723876841565743
2023-07-31,RF,0.024698697260483866
2023-08-31,RF,-0.017300087852042952
2023-09-30,RF,-0.030180268598066065
2023-10-31,RF,-0.035319406441794064
2023-11-30,RF,0.02948699032854233
2023-12-31,RF,0.028510485599181346
2024-01-31,RF,-0.0009725875855000054
2024-02-29,RF,0.030791374306072112
2024-03-31,RF,0.023395219633146426
2024-04-30,RF,-0.039712005967873464
2024-05-31,RF,0.0330228098197514
2024-06-30,RF,0.02715072830535022
2024-07-31,RF,0.00689479158715948
2024-08-31,RF,0.018536807655950116
2024-09-30,RF,0.027643444268038997
2024-10-31,RF,-0.0264606964425567
2024-11-30,RF,0.044238625734308624
2024-12-31,RF,-0.04913524945638303
2025-01-31,RF,0.026243457138903525
2025-02-28,RF,0.013943452949870021
2025-03-31,RF,-0.011907618093496384
2025-04-30,RF,-0.05441692989725417
2025-05-31,RF,0.07328460451623076
2025-06-30,RF,0.029653176736612125
2025-07-31,RF,0.012907750398450012
2025-08-31,RF,0.02513041733396378
2025-09-30,RF,0.043955158640016714
2025-10-31,RF,-0.01161381663678292
2025-11-30,RF,0.025337146026073544
2025-12-31,RF,0.00939149396636115
2021-02-28,Ridge,-0.019885659917054155
2021-03-31,Ridge,0.030224983569043202
2021-04-30,Ridge,0.0371372815896428
2021-05-31,Ridge,0.023936648165854054
2021-06-30,Ridge,-0.027290469056078088
2021-07-31,Ridge,0.026536833284481195
2021-08-31,Ridge,0.01704254592200475
2021-09-30,Ridge,-0.04579664042269049
2021-10-31,Ridge,0.058982588579141064
2021-11-30,Ridge,-0.01874864817930899
2021-12-31,Ridge,0.027769139859558162
2022-01-31,Ridge,-0.06003384081216675
2022-02-28,Ridge,0.015861593303740745
2022-03-31,Ridge,0.06297945297531878
2022-04-30,Ridge,-0.04280045836172978
2022-05-31,Ridge,-0.015022463993008993
2022-06-30,Ridge,-0.13461825149933818
2022-07-31,Ridge,0.04133065209850787
2022-08-31,Ridge,-0.03701457517986535
2022-09-30,Ridge,-0.0665816952809339
2022-10-31,Ridge,0.06791633980881202
2022-11-30,Ridge,0.0636902663453683
2022-12-31,Ridge,-0.04522242693171145
2023-01-31,Ridge,0.04406445054960313
2023-02-28,Ridge,-0.03438402622937523
2023-03-31,Ridge,0.015080284692544186
2023-04-30,Ridge,0.014312151748560598
2023-05-31,Ridge,-0.05883468647302095
2023-06-30,Ridge,0.06846425600788757
2023-07-31,Ridge,0.030755916865355278
2023-08-31,Ridge,-0.027481309183521353
2023-09-30,Ridge,-0.05204706229506883
2023-10-31,Ridge,-0.038549075620646724
2023-11-30,Ridge,0.07473194973941728
2023-12-31,Ridge,0.036734738049143324
2024-01-31,Ridge,0.022900676676028166
2024-02-29,Ridge,0.030791374306072112
2024-03-31,Ridge,0.026242568206176316
2024-04-30,Ridge,-0.03999045562975833
2024-05-31,Ridge,0.006862132178901675
2024-06-30,Ridge,0.017886305388226366
2024-07-31,Ridge,0.032298985007797376
2024-08-31,Ridge,0.03582544938130935
2024-09-30,Ridge,0.029688468663364942
2024-10-31,Ridge,-0.01197088327909046
2024-11-30,Ridge,0.05637985834694703
2024-12-31,Ridge,-0.08382969913762524
2025-01-31,Ridge,0.05026689550693627
2025-02-28,Ridge,-0.025829842676274528
2025-03-31,Ridge,-0.03903200998660538
2025-04-30,Ridge,-0.054580177227945025
2025-05-31,Ridge,0.04346706177584199
2025-06-30,Ridge,0.03565040201681498
2025-07-31,Ridge,0.02791654253037042
2025-08-31,Ridge,0.0500311032873623
2025-09-30,Ridge,0.017324431475084407
2025-10-31,Ridge,-0.01810103536715683
2025-11-30,Ridge,0.028054862967406852
2025-12-31,Ridge,0.005130683709949439
2021-02-28,SPY,0.02780565662313661
2021-03-31,SPY,0.04539921408774528
2021-04-30,SPY,0.05291048388233688
2021-05-31,SPY,0.006566174651836398
2021-06-30,SPY,0.022427461773900204
2021-07-31,SPY,0.02441231169825575
2021-08-31,SPY,0.029759894168293943
2021-09-30,SPY,-0.04660545059373922
2021-10-31,SPY,0.07016352185271613
2021-11-30,SPY,-0.008034840829721168
2021-12-31,SPY,0.04624803147670442
2022-01-31,SPY,-0.05274139332378991
2022-02-28,SPY,-0.029516992382245477
2022-03-31,SPY,0.037590257003936145
2022-04-30,SPY,-0.08776886348449386
2022-05-31,SPY,0.002256970224321586
2022-06-30,SPY,-0.08246034575025596
2022-07-31,SPY,0.09208750889930539
2022-08-31,SPY,-0.040801991463419784
2022-09-30,SPY,-0.09244573222191832
2022-10-31,SPY,0.08127529984663506
2022-11-30,SPY,0.05559158500696393
2022-12-31,SPY,-0.05762826393128151
2023-01-31,SPY,0.06288753547643822
2023-02-28,SPY,-0.025142655042130646
2023-03-31,SPY,0.037077856718739755
2023-04-30,SPY,0.01597484529096338
2023-05-31,SPY,0.004616232939212983
2023-06-30,SPY,0.06479978749241044
2023-07-31,SPY,0.032733177560168025
2023-08-31,SPY,-0.016252144206635566
2023-09-30,SPY,-0.04743445218332765
2023-10-31,SPY,-0.021708414552536914
2023-11-30,SPY,0.0913437161049
2023-12-31,SPY,0.0456552810668267
2024-01-31,SPY,0.01592656463792297
2024-02-29,SPY,0.05218669346627158
2024-03-31,SPY,0.0327019903329453
2024-04-30,SPY,-0.04031953417292922
2024-05-31,SPY,0.05057971760877722
2024-06-30,SPY,0.03528012855736318
2024-07-31,SPY,0.012109031554593752
2024-08-31,SPY,0.023365434996028167
2024-09-30,SPY,0.02100475865224083
2024-10-31,SPY,-0.008923673517209463
2024-11-30,SPY,0.05963370312357963
2024-12-31,SPY,-0.024060208830796292
2025-01-31,SPY,0.02685632474815458
2025-02-28,SPY,-0.012694834127274901
2025-03-31,SPY,-0.05571901171809257
2025-04-30,SPY,-0.008670289302467826
2025-05-31,SPY,0.06284497903783204
2025-06-30,SPY,0.05138616104558413
2025-07-31,SPY,0.023031541148865298
2025-08-31,SPY,0.020519438455756323
2025-09-30,SPY,0.035620412937162005
2025-10-31,SPY,0.023837414102428234
2025-11-30,SPY,0.0019499438514807288
2025-12-31,SPY,0.008267742385457577
