Year,EqualWeight,GB,HistMean,MomentumTop3,RF,Ridge,SPY
2021,0.30915705190188136,0.19973801548544112,0.2876907738830359,0.20290965099712754,0.16937150546169044,0.11445992839809027,0.30054116751230353
2022,-0.052133566080457605,-0.027109728547864864,-0.269029672861973,0.09144246291578462,-0.05034578616009655,-0.15557928424563827,-0.18175385937594635
2023,0.13899903911086353,0.07429617773491692,0.21452823906159235,0.1887027285859133,0.09805386620976808,0.06928899729414195,0.2617579498645455
2024,0.15661593968727994,0.138675413109685,0.2047675610123434,0.16551364368700394,0.09799659785296422,0.12537279068093032,0.24886467843001148
2025,0.14280787146417628,0.21461439051541453,0.14756856676019692,0.11341764563968026,0.1996089428312442,0.12473644719464927,0.1859774815365154
